id,title,year,gross
3874620,Juno,2007,143495265
3875621,Just Friends,2005,32619671
3875848,Just Like Heaven,2005,48318130
3875955,Just Married,2003,56127162
3876006,Just My Luck,2006,17324744
3878291,Kabluey,2007,83398
3880523,Kalamazoo?,2006,53609
3882469,Kangaroo Jack,2003,66934963
3887774,Keane,2004,30303
3888392,Keeping Mum,2005,1618957
3888484,Keeping Up with the Steins,2006,4328294
3892230,Kickin' It Old Skool,2007,4500147
3892236,Kicking & Screaming,2005,52580895
3892828,Kids in America,2005,537667
3893512,Kill Bill: Vol. 1,2003,70099045
3893514,Kill Bill: Vol. 2,2004,66208183
3893843,Kill Your Idols,2004,7753
3895739,King Arthur,2004,51882244
3895809,King Corn,2007,81368
3895953,King Kong,2005,218080025
3896048,King of California,2007,263674
3896491,King's Ransom,2005,4006906
3896595,Kingdom of Heaven,2005,47398413
3896957,Kinky Boots,2005,1819454
3897171,Kinsey,2004,10214647
3898014,Kiss Kiss Bang Bang,2005,4243756
3898196,Kiss the Bride,2007,31937
3900454,Knocked Up,2007,148768917
3909250,Kurt Cobain About a Son,2006,80689
3918440,L.A. Twister,2004,54020
3928515,La misma luna,2007,12589108
3929035,La mujer de mi hermano,2005,2804642
3934662,La terza madre,2007,58669
3937754,Ladder 49,2004,74541707
3938109,Ladrón que roba a ladrón,2007,4002313
3938414,Lady in the Water,2006,42285169
3938449,Lady Killers,2003,527000
3939377,Lake of Fire,2006,21297
3940398,Land of the Blind,2006,5244
3940402,Land of the Dead,2005,20700082
3941390,Lara Croft Tomb Raider: The Cradle of Life,2003,65660196
3941667,Larry the Cable Guy: Health Inspector,2006,15655665
3941705,Lars and the Real Girl,2007,5972884
3943009,Lassie,2005,652163
3943471,Last Days,2005,454711
3943659,Last Holiday,2006,38360195
3944353,Last Stop for Paul,2006,11951
3945394,Latter Days,2003,819939
3945968,Laura Smiles,2005,2065
3946958,Lbs.,2004,27301
3949526,Le divorce,2003,9074550
3954250,Le scaphandre et le papillon,2007,5990075
3958050,"Legally Blonde 2: Red, White & Blonde",2003,90186328
3960059,Leonard Cohen: I'm Your Man,2005,1036050
3964904,Les triplettes de Belleville,2003,7002255
3967278,Let's Go to Prison,2006,5525320
3967997,Letters from Iwo Jima,2006,13756082
3968626,Levity,2003,209151
3969925,License to Wed,2007,43799818
3973616,Lightning in a Bottle,2004,201574
3976451,Lions for Lambs,2007,14998070
3977565,Little Big Top,2006,7072
3977600,Little Black Book,2004,20422207
3977733,Little Bruno,2007,2070
3977775,Little Chenier,2006,87939
3977779,Little Children,2006,5463019
3978351,Little Manhattan,2005,384924
3978455,Little Miss Sunshine,2006,59891098
3979197,Littleman,2006,58645052
3979571,Live Freaky Die Freaky,2006,11290
3979577,Live Free or Die,2006,12706
3979579,Live Free or Die Hard,2007,134529403
3982025,Local Color,2006,48895
3982707,Loggerheads,2005,115314
3983317,London,2005,12667
3983833,Lonely Hearts,2006,188565
3983965,Lonesome Jim,2005,154077
3984678,Look,2007,16136
3985389,Looking for Comedy in the Muslim World,2005,887416
3985431,Looking for Kitty,2004,4210
3985717,Looney Tunes: Back in Action,2003,20991364
3986240,Lord of War,2005,24149632
3986305,Lords of Dogtown,2005,11008432
3986378,Loren Cass,2006,8125
3989301,Lost Boys of Sudan,2003,120651
3989849,Lost in Translation,2003,44585453
3990814,loudQUIETloud: A Film About the Pixies,2006,3792
3991444,Love Actually,2003,59696144
3992161,Love Comes Lately,2007,77458
3992269,Love Don't Cost a Thing,2003,21897389
3992770,Love in the Time of Cholera,2007,4607608
3994409,Love Wrecked,2005,478070
3994490,Love's Abiding Joy,2006,252726
3995329,Loverboy,2005,29690
3995625,Loving Annabelle,2006,1100000
3997176,Lucky Number Slevin,2006,22494487
3997281,Lucky You,2007,5755286
3999604,Luther,2003,5791328
4003617,Mad Hot Ballroom,2005,8044906
4003824,Madagascar,2005,193595521
4004757,Madea's Family Reunion,2006,63257940
4008105,Mail Order Wife,2004,62387
4009853,Making Grace,2004,1496
4011607,Malibu's Most Wanted,2003,34308901
4013421,Man of the House,2005,19699706
4013455,Man of the Year,2006,37442180
4013493,Man on Fire,2004,77911774
4013947,Man-Thing,2005,143615
4014327,Manda Bala (Send a Bullet),2007,111444
4017777,Marci X,2003,1646664
4018210,Margaret Cho: Assassin,2005,39652
4018408,Margot at the Wedding,2007,1959420
4018640,Maria Full of Grace,2004,6517198
4019166,Marie Antoinette,2006,15962471
4019462,Marilyn Hotchkiss' Ballroom Dancing & Charm School,2005,341897
4021060,Married Life,2007,1506998
4021633,Martian Child,2007,7486906
4023340,Masked and Anonymous,2003,533344
4023931,Master and Commander: The Far Side of the World,2003,93927920
4024780,Matchstick Men,2003,36906460
4024921,Material Girls,2006,11441751
4025783,Matthew Barney: No Restraint,2006,16136
4026863,"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders",2006,58304
4027772,Mayor of the Sunset Strip,2003,257315
4028644,Me and You and Everyone We Know,2005,3885134
4029217,Mean Creek,2004,603951
4029231,Mean Girls,2004,86058055
4030901,Meet the Fockers,2004,279261160
4030996,Meet the Robinsons,2007,97822171
4031204,Meeting Resistance,2007,32724
4031835,Mei ren yi jiu,2005,3248
4032950,Melinda and Melinda,2004,3825351
4033755,Memoirs of a Geisha,2005,57490508
4037862,Metallica: Some Kind of Monster,2004,1222708
4040143,Miami Vice,2006,63450470
4040465,Michael Clayton,2007,49033882
4041144,Mickey,2004,293793
4044376,Military Intelligence and You!,2006,8039
4044852,Million Dollar Baby,2004,100492203
4045137,"Milwaukee, Minnesota",2003,17350
4045859,Mind the Gap,2004,9496
4046042,Mindhunters,2004,4480744
4046488,Mini's First Time,2006,48913
4047276,Miracle,2004,64378093
4048134,Mirrormask,2005,864959
4049134,Miss Congeniality 2: Armed and Fabulous,2005,48478006
4049540,Miss Potter,2006,2975649
4050548,Mission: Impossible III,2006,134029801
4050980,Mister Lonely,2007,165831
4053062,Mobsters and Mormons,2005,407139
4056190,Mona Lisa Smile,2003,63860942
4056582,Mondovino,2004,209618
4057865,Monster,2003,34469210
4058051,Monster House,2006,73661010
4058240,Monster-in-Law,2005,82931301
4058920,Monumental: David Brower's Fight for Wild America,2004,842
4059328,Moondance Alexander,2007,37895
4060912,Morirse está en Hebreo,2007,13042
4064969,Moving McAllister,2007,42200
4064973,Moving Midway,2007,40375
4065314,Mozart and the Whale,2005,36006
4065462,Mr 3000,2004,21800302
4065693,Mr. & Mrs. Smith,2005,186336279
4065807,Mr. Bean's Holiday,2007,33302167
4065891,Mr. Blue Sky,2007,3724
4065934,Mr. Brooks,2007,28476219
4066507,Mr. Magorium's Wonder Emporium,2007,32061555
4067044,Mr. Untouchable,2007,103590
4067114,Mr. Woodcock,2007,25628629
4067250,Mrs Henderson Presents,2005,11034436
4067455,Mrs. Palfrey at the Claremont,2005,67334
4070287,Munich,2005,47403685
4070396,Munyurangabo,2007,7001
4071104,Murderball,2005,1523883
4071814,Music and Lyrics,2007,50572589
4072115,Music Within,2007,153205
4072538,Must Love Dogs,2005,43894863
4073200,Mutual Appreciation,2005,103574
4074030,My Architect,2003,2748981
4074132,My Baby's Daddy,2004,17321573
4074430,My Blueberry Nights,2007,866778
4074470,My Boss's Daughter,2003,15550605
4074549,My Brother,2006,28613
4075015,My Date with Drew,2004,85222
4076750,My Kid Could Paint That,2007,231274
4077625,My Name Is Bruce,2007,173066
4078943,My Super Ex-Girlfriend,2006,22530295
4079996,Mysterious Skin,2004,697181
4080145,Mystery of the Nile,2005,50000000
4080279,Mystic River,2003,90135191
4083184,Nacho Libre,2006,80197993
4084829,Naked Boys Singing!,2007,25526
4084879,Naked Fame,2004,213621
4086013,Nancy Drew,2007,25612520
4086297,Nanking,2007,160140
4086368,Nanny McPhee,2005,47144110
4086635,Napoleon Dynamite,2004,44540956
4087412,NASCAR 3D: The IMAX Experience,2004,20034225
4088607,National Security,2003,35764982
4088702,National Treasure,2004,173008894
4088705,National Treasure: Book of Secrets,2007,219964115
4091289,Nearing Grace,2005,2159038
4091699,Ned Kelly,2003,74864
4092633,Neil Young: Heart of Gold,2006,1827544
4095083,Never Been Thawed,2005,46812
4095126,Never Die Alone,2004,5644575
4095190,Never Forever,2007,13720
4096988,New York Doll,2005,217655
4097039,New York Minute,2004,14018364
4097530,Next,2007,18211013
4100001,Night at the Museum,2006,250863268
4100463,Night of Henna,2005,15052
4100610,Night of the Living Dead 3D,2006,271000
4102951,Nine Lives,2005,478645
4104898,No Country for Old Men,2007,74283625
4105071,No End in Sight,2007,1431623
4106837,No Reservations,2007,43107979
4107988,Nobel Son,2007,540183
4109439,Nola,2003,10550
4110393,Norbit,2007,95673607
4110927,North Country,2005,18324242
4111324,Northfork,2003,1420578
4113374,Nothing Is Private,2007,371446
4114237,November,2004,192186
4114868,Nowhere Man,2005,2348
4115088,Noëlle,2007,242924
4120168,O Jerusalem,2006,233520
4124167,Ocean's Thirteen,2007,117154724
4124168,Ocean's Twelve,2004,125544280
4125988,Off the Black,2006,24035
4126061,Off the Lip,2004,14773
4126064,Off the Map,2003,1310368
4129518,Old Joy,2006,255352
4129721,Old School,2003,75585093
4133144,On the One,2005,343522
4133173,On the Outs,2004,49940
4134201,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,2006,144431
4134490,Once Upon a Time in Mexico,2003,56359780
4135000,One Bright Shining Moment,2005,15504
4136158,One Last Thing...,2005,13334
4136607,One More Round,2005,4984
4136940,One Night with the King,2006,13395961
4138921,Only the Brave,2006,142060
4140447,Open Range,2003,58331254
4140476,Open Season,2006,85105259
4140575,Open Water,2003,30610863
4144257,Orwell Rolls in His Grave,2003,19257
4146915,Our Brand Is Crisis,2005,166320
4149044,Out of Time,2003,40905277
4149427,Outfoxed: Rupert Murdoch's War on Journalism,2004,237277
4149964,Outsourced,2006,161593
4150348,Over the Hedge,2006,155019340
4152006,P.S.,2004,175408
4152016,P.S. I Love You,2007,53695808
4152052,P2,2007,3992339
4153025,Padre Nuestro,2007,54166
4154748,Palindromes,2004,553368
4157567,Paparazzi,2004,15712072
4157719,Paper Clips,2004,1095118
4159980,Paranoid Park,2007,486021
4160002,Paranormal Activity,2007,107918810
4161176,"Paris, je t'aime",2006,4857376
4162557,Party Monster,2003,728253
4163521,Passage to Zarahemla,2007,292990
4165032,Pathfinder,2007,10232081
4167474,Paycheck,2003,53790451
4168009,Peaceful Warrior,2006,3960414
4169919,Penelope,2006,10011274
4172200,Perfect Stranger,2007,23984949
4172473,Perfume: The Story of a Murderer,2006,2223293
4173271,Persepolis,2007,4443403
4174619,Pete Seeger: The Power of Song,2007,175099
4174900,Peter Pan,2003,48462608
4176247,Phat Girlz,2006,7059537
4178892,Pieces of April,2003,2528664
4179676,Piglet's Big Movie,2003,23103423
4180876,Ping Pong Playa,2007,77827
4182123,Pirates of the Caribbean: At World's End,2007,309420425
4182126,Pirates of the Caribbean: Dead Man's Chest,2006,423315812
4182134,Pirates of the Caribbean: The Curse of the Black Pearl,2003,305413918
4183069,Pizza,2005,4059
4183575,Plagues and Pleasures on the Salton Sea,2004,53471
4183897,Planet B-Boy,2007,280000
4184143,Planetfall,2005,2710
4191473,Pooh's Heffalump Movie,2005,18098433
4194493,Poseidon,2006,60674817
4195371,Postal,2007,18005198
4195540,Poster Boy,2004,61408
4196123,Poultrygeist: Night of the Chicken Dead,2006,23000
4197171,Power Trip,2003,38593
4199777,Premonition,2007,47852604
4201004,Pretty Persuasion,2005,305688
4201265,Prey for Rock & Roll,2003,58040
4201531,Pride & Prejudice,2005,38405088
4201545,Pride,2007,9050000
4201618,Pride and Prejudice,2003,377271
4202145,Prime,2005,22827153
4202263,Primer,2004,424760
4202371,Primeval,2007,10597734
4207495,Proof,2005,7524766
4208182,Proteus: A Nineteenth Century Vision,2004,1246
4208243,Protocols of Zion,2005,177861
4209753,Psychopathia Sexualis,2006,3602
4210261,Puccini for Beginners,2006,89417
4210975,Pulse,2006,20259297
4212145,Pure,2005,102009
4219086,Quiet City,2007,15425
4219283,Quinceañera,2006,1689999
4220832,Race You to the Bottom,2005,50314
4221071,Racing Stripes,2005,49772522
4221400,Radio,2003,52277485
4222728,Rails & Ties,2007,18718
4223316,Raise Your Voice,2004,10411980
4223387,Raising Helen,2004,37486138
4225151,Randy and the Mob,2007,45098
4225495,Rank,2006,2485
4226619,Ratatouille,2007,206445654
4227578,Ray,2004,75331600
4230211,Rebound,2005,16808336
4231519,Red Betsy,2003,164520
4231842,Red Eye,2005,57891803
4232984,Redacted,2007,65388
4233398,Redline,2007,6877133
4233747,Reel Paradise,2005,31918
4233847,Reeseville,2003,14496
4234527,Refusenik,2007,36122
4235305,Reign Over Me,2007,19661987
4237890,Rendition,2007,9736045
4238058,Reno 911!: Miami,2007,20342161
4238101,Rent,2005,29077547
4239281,Rescue Dawn,2006,5490423
4239434,Reservation Road,2007,121994
4239623,Resident Evil: Apocalypse,2004,51201453
4239628,Resident Evil: Extinction,2007,50648679
4240583,Resurrecting the Champ,2007,3172573
4244899,Rick,2003,11382
4245704,Riding Giants,2004,2276368
4245769,Riding the Bullet,2004,101107
4246250,Right at Your Door,2006,64802
4247705,Ripple Effect,2007,13818
4247826,Rise,2007,106398
4249315,Rize,2005,3278611
4251440,Robot Stories,2003,131029
4251524,Robots,2005,128200012
4252249,Rock School,2005,58241
4252524,Rocket Science,2007,712391
4252862,Rocky Balboa,2006,70270943
4253462,Rogue,2007,10452
4254009,Roll Bounce,2005,17378977
4254176,Rolling,2007,103209
4254575,Romance & Cigarettes,2005,540085
4255134,Romeo & Juliet: Sealed with a Kiss,2005,462689
4255453,Romántico,2005,29460
4260780,Rugrats Go Wild,2003,39399750
4261313,Rumor Has It...,2005,43000262
4261590,Run Fatboy Run,2007,5998971
4262004,Runaway Jury,2003,49443628
4262478,Running Scared,2006,6855137
4262589,Running with Scissors,2006,6754898
4262976,Rush Hour 3,2007,140125968
4263717,RV,2006,71726025
4265410,S.W.A.T.,2003,116934650
4266398,Sacco and Vanzetti,2006,31894
4268012,Sahara,2005,68671925
4268648,Saint of 9/11,2006,4901
4268776,Saints and Soldiers,2003,1310470
4275592,Sarah Landon and the Paranormal Hour,2007,817935
4275638,Sarah Silverman: Jesus Is Magic,2005,1324244
4277875,Savage Grace,2007,434417
4278095,Save Me,2007,82369
4278431,Saved!,2004,8940582
4278514,Saving Face,2004,1186323
4278602,Saving Marriage,2006,18575
4278878,Saw,2004,56000369
4278887,Saw II,2005,87039965
4278889,Saw III,2006,80238724
4278892,Saw IV,2007,63300095
4279215,Say Uncle,2005,5203
4280311,Scary Movie 3,2003,110003217
4280312,Scary Movie 4,2006,90710620
4281953,School for Scoundrels,2006,17803796
4283133,Scooby-Doo 2: Monsters Unleashed,2004,84216833
4283199,Scoop,2006,10525717
4284236,Screen Door Jesus,2003,43124
4285564,"Se, jie",2007,4602512
4285870,Seabiscuit,2003,120277854
4287497,Secondhand Lions,2003,41407470
4288061,Secret Window,2004,48022900
4289243,See No Evil,2006,15032800
4289458,Seed of Chucky,2004,17083732
4289682,Seeing Other People,2004,64748
4291541,Self Medicated,2005,98830
4294199,September Dawn,2007,1066555
4294422,Seraphim Falls,2006,418296
4294642,Serenity,2005,25514517
4296943,Severed Ways: The Norse Discovery of America,2007,15423
4297235,Sex and Death 101,2007,23563
4299838,Shade,2003,33225
4300542,Shadowboxer,2005,370627
4301345,Shakespeare Behind Bars,2005,48194
4301630,Shall We Dance,2004,57890460
4302195,Shanghai Knights,2003,60476872
4302212,Shanghai Red,2006,15167
4303042,Shark Tale,2004,160861908
4303468,Shattered Glass,2003,2220008
4303758,Shaye & Kiki,2004,12182
4304060,She Hate Me,2004,365134
4304825,She's the Man,2006,33741133
4305522,Shelter,2007,142666
4306267,Sherrybaby,2006,199176
4309238,Shock to the System,2006,3665
4309689,Shoot 'Em Up,2007,12807139
4309709,Shoot Down,2007,74421
4309746,Shoot on Sight,2007,1350000
4309840,Shooter,2007,47003582
4310169,Shopgirl,2005,10281585
4310371,Short Cut to Nirvana: Kumbh Mela,2004,381225
4310545,Shortbus,2006,1985292
4310813,Shotgun Stories,2007,45661
4311286,ShowBusiness: The Road to Broadway,2007,151792
4311596,Shrek 2,2004,436471036
4311612,Shrek the Third,2007,320706665
4312347,Shut Up & Sing,2006,1215045
4312388,Shut Up and Sing,2006,21908
4313803,Sicko,2007,24540079
4314141,Sideways,2004,71503593
4315913,Silent Hill,2006,46982632
4316464,Silk,2007,1103075
4316761,Silver City,2004,1017376
4317908,Sin City,2005,74103820
4318282,Sinbad: Legend of the Seven Seas,2003,26483452
4320016,Sir! No Sir!,2005,114281
4322803,Skills Like This,2007,62408
4323167,Skinwalkers,2006,1018965
4323750,Sky Captain and the World of Tomorrow,2004,37760080
4323795,Sky High,2005,63946815
4325503,Sleepover,2004,9436390
4325779,Sleuth,2007,342835
4326336,Slipstream,2007,6273
4326360,Slither,2006,7774730
4326561,Slow Burn,2005,1237615
4328211,Smiley Face,2007,9397
4328656,Smokin' Aces,2006,35662731
4329351,Snakes on a Plane,2006,34020814
4330265,Snow Angels,2007,402820
4331175,So Much So Fast,2006,21525
4336033,Something for Stevie,2007,32000
4336171,Something New,2006,11425894
4336374,Something's Gotta Give,2003,124728738
4337224,Son of Rambow,2007,1784769
4337259,Son of the Mask,2005,17018422
4338722,Sons of Provo,2004,120488
4339757,"Sorry, Haters",2005,6364
4340451,Soul Plane,2004,13922211
4341866,Southern Justice,2006,140000
4341918,Southland Tales,2006,275380
4343202,Spanglish,2004,42044321
4343782,Spartan,2004,4434432
4344136,Special,2006,6387
4344999,Speilburgh,2004,11500
4345760,Spider-Man 2,2004,373585825
4345773,Spider-Man 3,2007,336530303
4346205,Spin,2003,12355
4346395,Spinning Into Butter,2007,5534
4346464,Spiral,2007,3072
4347155,Splinter,2006,12918
4349217,Sputnik Mania,2007,10650
4349288,Spy Kids 3: Game Over,2003,111761982
4350908,Stage Beauty,2004,776691
4352129,Standing Still,2005,39729
4353103,Star Wars: Episode III - Revenge of the Sith,2005,380262555
4353447,Stardust,2007,38634938
4354077,Starsky & Hutch,2004,88237754
4354184,Starter for 10,2006,210128
4354217,Starting Out in the Evening,2007,902115
4354598,State Property 2,2005,1677733
4354666,States of Grace,2005,59711
4354671,Stateside,2004,174318
4355048,Stay,2005,3626883
4355050,Stay,2006,10890
4355100,Stay Alive,2006,23086480
4355537,Stealth,2005,32116746
4355736,Steel City,2006,10227
4355861,Steep,2007,259840
4356116,Stella Street,2004,4119
4356291,Step Into Liquid,2003,3672451
4356352,Step Up,2006,65328121
4356432,Stephanie Daley,2006,25073
4356935,Steve Harvey: Don't Trip... He Ain't Through with Me Yet,2006,311258
4357304,Stick It,2006,26870825
4358160,Still We Believe: The Boston Red Sox Movie,2004,395362
4359113,Stomp the Yard,2007,61356221
4359115,Stomp! Shout! Scream!,2005,113132
4360208,Stormbreaker,2006,652526
4360939,Straight-Jacket,2004,45463
4361133,Stranded: I've Come from a Plane That Crashed on the Mountains,2007,89473
4361680,Stranger Than Fiction,2006,40137776
4361914,Strangers with Candy,2005,2068323
4363273,Streets of Legend,2003,4825
4364794,Stuck,2007,67152
4364957,Stuck on You,2003,33832741
4368456,Suicide Killers,2006,10601
4368712,Suits on the Loose,2005,79358
4371410,Sunshine,2007,3675753
4372594,Super Size Me,2004,11529368
4372869,Superbabies: Baby Geniuses 2,2004,9109322
4372870,Superbad,2007,121463226
4372964,Supercross,2005,3101301
4373298,Superman Returns,2006,200081192
4373626,Superstar in a Housedress,2004,28032
4374395,Surf's Up,2007,58867694
4374551,Surfwise,2007,268560
4375158,Surviving Christmas,2004,11663156
4375721,Suspect Zero,2004,8725813
4377830,Sweeney Todd: The Demon Barber of Fleet Street,2007,52898073
4378286,Sweet Land,2005,1706325
4379071,Swimmers,2005,33382
4379143,Swimming Upstream,2003,47171
4380068,Sydney White,2007,11892415
4380861,Syriana,2005,50824620
4382967,Ta Ra Rum Pum,2007,872643
4385146,Take,2007,5109
4385690,Take Out,2004,66892
4385802,Take the Lead,2006,34742066
4386253,Taking Lives,2004,32682342
4387318,Talk to Me,2007,4496799
4387626,Talladega Nights: The Ballad of Ricky Bobby,2006,148213377
4387914,Tamara,2005,206871
4390340,Tarnation,2003,592014
4391655,Taxi,2004,36611066
4391850,Taxi to the Dark Side,2007,274661
4392746,Teacher's Pet,2004,6491350
4392859,Team America: World Police,2004,32774834
4393242,Tears of the Sun,2003,43734876
4395067,Teeth,2007,347578
4396020,Tell Them Who You Are,2004,38580
4396563,Temporada de patos,2004,146694
4397263,Tenacious D in The Pick of Destiny,2006,8319186
4398699,Terminator 3: Rise of the Machines,2003,150371112
4398841,Terra,2007,1647083
4400174,Testosterone,2003,29452
4401192,Thank You for Smoking,2005,24792061
4401810,That Man: Peter Berlin,2005,55398
4402804,The 11th Hour,2007,703464
4403452,The 24th Day,2004,14107
4403840,The 40 Year Old Virgin,2005,109449237
4405863,The Adventures of Sharkboy and Lavagirl 3-D,2005,39177684
4406403,The Agronomist,2003,226189
4406423,The Air I Breathe,2007,25775
4406479,The Alamo,2004,22414961
4407399,The Amityville Horror,2005,65233369
4408015,The Ant Bully,2006,28142535
4408535,The Architect,2006,12644
4408648,The Aristocrats,2005,6377277
4409709,The Assassination of Jesse James by the Coward Robert Ford,2007,3904982
4409715,The Assassination of Richard Nixon,2004,697759
4409848,The Astronaut Farmer,2006,10996440
4410429,The Aviator,2004,102608827
4410863,The Babysitters,2007,40677
4411490,The Ballad of Jack and Rose,2005,712294
4412591,The Battle of Shaker Heights,2003,279282
4412693,The Baxter,2005,181872
4413146,The Beautiful Country,2004,442612
4413223,The Beauty Academy of Kabul,2004,225348
4413767,The Benchwarmers,2006,57651794
4414556,The Best Two Years,2004,1163450
4414955,The Big Bounce,2004,6471394
4416502,The Black Dahlia,2006,22518325
4418403,"The Book of Mormon Movie, Volume 1: The Journey",2003,1672730
4418932,The Bourne Supremacy,2004,176241941
4418944,The Bourne Ultimatum,2007,227471070
4419515,The Boynton Beach Bereavement Club,2005,3123749
4419579,The Boys of Baraka,2005,322386
4419787,The Brave One,2007,36793804
4419926,The Break-Up,2006,118703275
4420052,The Breed,2006,14500
4420238,The Bridge,2006,179780
4421008,The Brothers Grimm,2005,37916267
4421026,The Brothers Solomon,2007,900926
4421039,The Brown Bunny,2003,365734
4421154,The Bucket List,2007,93466502
4422085,The Butterfly Effect,2004,57938693
4422767,The Camden 28,2007,5964
4423980,The Cat in the Hat,2003,101149285
4424199,The Cave,2005,15007991
4424299,The Celestine Prophecy,2006,617236
4426140,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,291709845
4426157,The Chronicles of Riddick,2004,57761012
4426201,The Chumscrubber,2005,49526
4426822,The Clearing,2004,5763875
4428161,The Comebacks,2007,13349251
4428179,The Comedians of Comedy,2005,549
4428452,The Company,2003,2281585
4428736,The Condemned,2007,7327940
4429147,The Constant Gardener,2005,33579797
4429507,The Cookout,2004,11540112
4429533,The Cooler,2003,8243880
4429615,The Core,2003,31186896
4430341,The Covenant,2006,23292105
4431544,The Cry,2007,19763
4432152,The Curse of the Were-Rabbit,2005,56110897
4432413,The Da Vinci Code,2006,217536138
4432923,The Darjeeling Limited,2007,11902715
4433664,The Day After Tomorrow,2004,186740799
4434105,The Dead Girl,2006,17311
4435370,The Departed,2006,132384315
4435894,The Devil and Daniel Johnston,2005,332261
4435946,The Devil Came on Horseback,2007,132309
4436097,The Devil Wears Prada,2006,124740460
4436326,The Devil's Miner,2005,13677
4436374,The Devil's Rejects,2005,17044981
4437898,The Dog Problem,2006,914
4438338,The Door in the Floor,2004,3835551
4439617,The Dukes,2007,26157
4439618,The Dukes of Hazzard,2005,80270227
4439752,The Dust Factory,2004,8000
4439835,The Dying Gaul,2005,342297
4440311,The Education of Charlie Banks,2007,14547
4440680,The Elephant King,2006,21298
4441028,The Empire in Africa,2006,1088
4442573,The Event,2003,35518
4443030,The Exorcism of Emily Rose,2005,75072454
4444076,The Fall,2006,2280348
4444157,The Fall of Fujimori,2005,4630
4444500,The Family Stone,2005,60062868
4444864,The Fast and the Furious: Tokyo Drift,2006,62514415
4446010,The Fighting Temptations,2003,30238577
4446219,The Final Cut,2004,548039
4446401,The Final Season,2007,1158779
4447081,The First Saturday in May,2007,124294
4448232,The Fog,2005,29511112
4448241,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,2003,4193943
4448389,The Foot Fist Way,2006,233637
4448763,The Forgotten,2004,67133509
4449069,The Fountain,2006,15978422
4450273,The Future of Food,2004,81280
4450699,The Game of Their Lives,2005,375474
4450705,The Game Plan,2007,90648202
4452735,The Girl Next Door,2004,14589444
4453951,The Golden Compass,2007,70107728
4454366,The Good German,2006,1308696
4454478,The Good Night,2007,22165
4454554,The Good Shepherd,2006,59952835
4454821,The Gospel,2005,15778152
4454957,The Grace Lee Project,2005,5965
4455027,The Grand,2007,8114669
4455584,The Great Debaters,2007,30226144
4455959,The Great New Wonderful,2005,150071
4456063,The Great Raid,2005,10166502
4456403,The Greatest Game Ever Played,2005,15331289
4457062,The Groomsmen,2006,128585
4457091,The Ground Truth: After the Killing Ends,2006,20013
4457169,The Grudge,2004,110359362
4457175,The Grudge 2,2006,39143839
4457218,The Guardian,2006,55011732
4457988,The Hammer,2007,442638
4458872,The Haunted Mansion,2003,75847266
4459009,The Hawk Is Dying,2006,7006
4459234,The Heart Is Deceitful Above All Things,2004,29058
4459429,The Heart of the Game,2005,444687
4459501,The Heartbreak Kid,2007,36787257
4459586,The Hebrew Hammer,2003,19539
4459705,The Helix... Loaded,2005,3700
4460437,The Hills Have Eyes,2006,41778863
4460439,The Hills Have Eyes II,2007,20804166
4460460,The Hillside Strangler,2004,3565
4460496,The Hip Hop Project,2006,32520
4460770,The Hitcher,2007,16472961
4460799,The Hitchhiker's Guide to the Galaxy,2005,51085416
4460874,The Hoax,2006,7156933
4461054,The Holiday,2006,63224849
4461313,The Home Teachers,2004,196123
4461502,The Honeymooners,2005,12834056
4462075,The Hottest State,2006,30629
4462833,The Human Stain,2003,5381227
4463190,The Hunted,2003,34238611
4463320,The Hunting of the President,2004,376552
4463331,The Hunting Party,2007,969869
4463595,The Ice Harvest,2005,8819059
4463794,The Illusionist,2006,39868642
4464200,The In-Laws,2003,20440627
4464405,The Incredibles,2004,261441092
4464882,The Inner Life of Martin Frost,2007,5114
4465336,The Interpreter,2005,72708161
4465755,The Invasion,2007,15071514
4465871,The Invisible,2007,20568319
4466254,The Island,2005,35818913
4466414,The Italian Job,2003,106128601
4466482,The J-K Conspiracy,2004,297325
4466522,The Jacket,2005,6303762
4466634,The Jane Austen Book Club,2007,3573870
4467874,The Jungle Book 2,2003,47887943
4468154,The Keeper: The Legend of Omar Khayyam,2005,224512
4469056,The King,2005,281326
4469230,The King of Kong,2007,677914
4469411,The Kingdom,2007,47536778
4469691,The Kite Runner,2007,15800078
4470333,The Ladykillers,2004,39799191
4470392,The Lake House,2006,52330111
4471750,The Last Hangman,2005,21766
4471937,The Last Kiss,2006,11596143
4472158,The Last Mimzy,2007,21471047
4472215,The Last New Yorker,2007,6607
4472745,The Last Samurai,2003,111110575
4472810,The Last Shot,2004,463730
4472844,The Last Sin Eater,2007,379643
4473112,The Last Time,2006,7000000
4473324,The Last Winter,2006,32921
4473881,The League of Extraordinary Gentlemen,2003,66465204
4474260,The Legend of God's Gun,2007,263295
4474562,The Legend of Zorro,2005,46464023
4475283,The Life Aquatic with Steve Zissou,2004,24006726
4475286,The Life Before Her Eyes,2007,303439
4475403,The Life of David Gale,2003,19593740
4475463,The Life of Reilly,2006,38306
4476277,The List,2007,132863
4476891,The Little Traitor,2007,401538
4477121,The Living Wake,2007,12055
4477149,The Lizzie McGuire Movie,2003,42672630
